id,Unnamed: 0,genres,backdrop_path,overview,poster_path,release_date,runtime,title,vote_average,youtube_link,actors,director
91078,14512,['Drama'],/fTyVLSqn93uT7K5VYh010gihW7W.jpg,"A deadbeat teacher helps an angry, aimless teenager  find direction in life during his final year of high school.",/tO5IOFRHOIECJEdYIjP5my2OZSg.jpg,2011-10-20,110,Punch,6,https://www.youtube.com/watch?v=2MkoXh8xE_w,"['Yoo Ah-in', 'Kim Yoon-seok', 'Park Su-young', 'Lee Jasmine', 'Kim Young-jae', 'Ahn Kil-kang', 'Park Hyo-joo', 'Kang Byul', 'Kim Dong-young', 'Jo Deok-jae']",['Lee Han']
136911,16096,"['Crime', 'Thriller', 'Mystery']",/8Fak5YNyqdzRZxM5KIZfhOfjETs.jpg,"An obsessed cop is on the trail of a serial killer prowling the streets of Buffalo, N.Y. but when his teenage daughter disappears, he drops any professional restraint to get the killer.",/qFyWoSJNOZlTRhGEYsd6hv1gGRO.jpg,2011-10-19,108,The Factory,5,https://www.youtube.com/watch?v=6Lcj_1UN_zo,"['John Cusack', 'Jennifer Carpenter', 'Mae Whitman', 'Dallas Roberts', 'Sonya Walger', 'Michael Trevino', 'Ksenia Solo', 'Mageina Tovah', 'Katherine Waterston', 'Gary Anthony Williams']","[""Morgan O'Neill""]"
89456,14452,['Drama'],/iPkdszbB1pq9HDEDdgCAyEuSWpV.jpg,"Along the Côte d'Opale, near a hamlet, with its dunes and marshes, lives a mysterious wanderer from nowhere who struggles along, poaches, prays and builds fires...",/6Fe4M4wqvdBr7B4P4E3v62lpTEv.jpg,2011-10-19,110,Outside Satan,6,https://www.youtube.com/watch?v=RvmsKAnX7hM,"['David Dewaele', 'Alexandra Lemâtre', 'Christophe Bon', 'Juliette Bacquet', 'Aurore Broutin', 'Sonia Barthélémy', 'Valérie Mestdagh', 'Dominique Caffier']",['Bruno Dumont']
76750,12818,"['TV Movie', 'Comedy', 'Drama']",/pH3xhiDWgH6fkihYkcePLoZ1Faz.jpg,"A fantastical re-imagining of the events of 1979, when Monty Python made Life of Brian and the debate about what is an acceptable subject for comedy was blown wide open.",/psnyJwIDpLDDYrKSf8sH1ja7wM9.jpg,2011-10-19,89,Holy Flying Circus,6,https://www.youtube.com/watch?v=xO3gFDMZLN0,"['Stephen Fry', 'Darren Boyd', 'Charles Edwards', 'Rufus Jones', 'Phil Nichol', 'Tom Fisher', 'Steve Punt', 'Mark Heap', 'Alex MacQueen']",['Owen Harris']
72571,12148,"['Horror', 'Mystery']",/oYmgOhICbuhEEVvdQlD6YF8VwDn.jpg,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",/9nYranPiWdNmbD5PRPPSL7VUFTS.jpg,2011-10-19,83,Paranormal Activity 3,5,https://www.youtube.com/watch?v=rKpOHyzMlqg,"['Katie Featherston', 'Sprague Grayden', 'Lauren Bittner', 'Christopher Nicholas Smith', 'Chloe Csengery', 'Jessica Tyler Brown', 'Marilyn Alex', 'Dustin Ingram', 'Jessica Berger', 'Maria Olsen']","['Henry Joost', 'Ariel Schulman']"
75623,12634,['Horror'],/2qXxKVe3Lc22UdWxXZQ0fALvgBT.jpg,"On the eve of his high school graduation, unremarkable Will Kidman finally bonds with the girl he has long yearned for, reclusive Eliana Wynter. But he also discovers a dark secret from his past... that he is about to become a werewolf. Now, in an effort to fight destiny and save their love as well as their lives, they must battle not only Will's growing blood lust but an army of fearsome beasts bent on killing them... and then, us all.",/7uLESFWij4AUtvzvBbw4reqfthE.jpg,2011-10-18,92,The Howling: Reborn,4,https://www.youtube.com/watch?v=EOVZJARgoPE,"['Landon Liboiron', 'Lindsey Shaw', 'Ivana Miličević', 'Jesse Rath', 'Niels Schneider', 'Erin Agostino', 'Kristian Hodko', 'Frank Schorpion', 'Sean Mercado', 'Sacha Charles']",['Joe Nimziki']
70584,11842,['Horror'],/gKUiH6boYTL4Qip4qc3BxaKFytg.jpg,"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.",/xvHvlulvXvGV6ouEsOesOEYX8Jk.jpg,2011-10-18,75,Hellraiser: Revelations,3,https://www.youtube.com/watch?v=orWK-QlPSfg,"['Steven Brand', 'Jolene Andersen', 'Nick Eversman', 'Stephan Smith Collins', 'Sanny van Heteren', 'Sebastien Roberts', 'Tracey Fairaway', 'Jay Gillespie', 'Devon Sorvari', 'Daniel Buran']",['Víctor García']
77011,12856,"['Drama', 'Crime']",/pY2vXjvnJLPXBks5PbHYAKrG2IO.jpg,Raiders are the hunters for a big business and Spirsky is probably the best of them...,/rXWYzRt99fJI1Gx2ATc7KhKSvzu.jpg,2011-10-18,93,Raider,6,https://www.youtube.com/watch?v=bcdfYpylWT4,"['Egor Beroev', 'Vitaliy Khaev', 'Ekaterina Vilkova', 'Viktor Rakov', 'Kirill Pletnev', 'Andrey Lebedev']",['Vsevolod Aravin']
76420,12768,"['Action', 'Animation', 'Crime']",/p46X8bUoUHaPTYvypbp6PqCUoF4.jpg,Catwoman attempts to track down a mysterious cargo shipment that is linked to a Gotham City crime boss called Rough Cut.,/fwXRXd1PrmVr7YBc4Rl9ovAK1ID.jpg,2011-10-18,15,DC Showcase: Catwoman,7,https://www.youtube.com/watch?v=kDqi_8tcxtY,"['Eliza Dushku', 'John DiMaggio', 'Liliana Mumy', 'Kevin Michael Richardson', 'Tara Strong', 'Cree Summer']",['Lauren Montgomery']
71672,12008,"['Horror', 'Thriller']",/8rLQnFUh8R3glHBRuZ2j0dXJX9o.jpg,"Follows a group of friends that decide to go snowmobiling during their winter break. They make a ""wrong turn"", getting lost in a storm.",/lwGgaJ6DikLj7wgGB4PPNMs2piK.jpg,2011-10-17,93,Wrong Turn 4: Bloody Beginnings,5,https://www.youtube.com/watch?v=fulKeIZM2-s,"['Jennifer Pudavick', 'Terra Vnesa', 'Tenika Davis', 'Kaitlyn Leeb', 'Dean Armstrong', 'Samantha Kendrick', 'Kristen Harris', 'Victor Zinck Jr.', 'Ali Tataryn', 'Arne MacPherson']","[""Declan O'Brien""]"
70586,11844,"['Action', 'Crime', 'Drama', 'Thriller']",/3p7iRqn4nZLaY2Wue7nZTDPXF.jpg,"A group of friends plan out a detailed heist that turns deadly when one betrays the other by taking off with the goods. Taking matters into his own hands, Sonny seeks out his revenge teaming up with the most dangerous mob boss in town to get back what is rightfully his. When he finally comes face to face with his longtime friend he will be forced to make a life changing choice.",/h74bol6GYG6eyXIAZVGmQBraI8c.jpg,2011-10-17,85,Setup,4,https://www.youtube.com/watch?v=hSgFGQjyttY,"['50 Cent', 'Ryan Phillippe', 'Bruce Willis', 'James Remar', 'Randy Couture', 'Will Yun Lee', 'Shaun Toub', 'Susie Abromeit', 'Jay Karnes', 'Jordan Trovillion']",['Mike Gunther']
76730,12814,['Horror'],/iPrWcg9EeqJN7942s5oeE2XLqfs.jpg,"In the Old West, the assassination of an ageing cowboy is thwarted by a sultry vampiress, the would-be killer left for dead in the dust. A hundred years later an ancient obsidian mirror, long unearthed from the Mesopotamian desert, is liberated from an American collector's vault and illegally transported to Europe. Jacob, an unscrupulous antiques dealer, moves to a remote farmhouse with his pregnant young wife, Lauren, and his difficult ward, Rachel. His goals are clear: to pass this near-priceless mirror to the highest bidder, and to prevent these two women from ripping each other apart. Nearby, a beautiful ornithologist, in nocturnal pursuit of the Screech Owl, is disturbed in her hide by a couple of noisy hikers. Her efforts ruined, she joins them by their campfire, but when one of them is mysteriously mutilated in the woods, she and the other are forced to flee and seek refuge at Jacob's farm. Something has been unleashed into the dark of that night...",/yzijPHqNw6aUN9OVcDyZOgKyCsk.jpg,2011-10-17,90,A Vampire's Tale,4,https://www.youtube.com/watch?v=YNV8Ug5NDBU,['Doug Bradley'],['Drew Cullingham']
86305,14263,"['Drama', 'Horror']",/jqeuR2sLKzFfiQHIiQAKK54rEoO.jpg,"A decade after the American Civil War, Edward Young returns home from a hunting trip to find a horrific reanimation of his wife and that their son Adam has disappeared. He must battle his way through an unexplainable outbreak of the walking dead.",/9qdu0lDpQLKOqkTcyhO8Hv0gjYQ.jpg,2011-10-16,114,Exit Humanity,5,https://www.youtube.com/watch?v=obo2dqdlSDk,"['Stephen McHattie', 'Brian Cox', 'Mark Gibson', 'Ari Millen', 'Jordan Hayes', 'Dee Wallace', 'Bill Moseley', 'Adam Seybold']",['John Geddes']
85836,14219,['Drama'],/hZ2bSD5r15CD32B9j4Cvcbf2szc.jpg,"A tale of revenge, honor and disgrace, centering on a poverty-stricken samurai who discovers the fate of his ronin son-in-law, setting in motion a tense showdown of vengeance against the house of a feudal lord.",/rqIqSoxbsVTfcr6CgTtSpzJBkYt.jpg,2011-10-15,126,Hara-Kiri: Death of a Samurai,7,https://www.youtube.com/watch?v=R-sp6Xw0jJU,"['Koji Yakusho', 'Ichikawa Ebizo XI', 'Eita Nagayama', 'Hikari Mitsushima', 'Naoto Takenaka', 'Kazuki Namioka', 'Hirofumi Arai', 'Munetaka Aoki', 'Takashi Sasano', 'Gorō Daimon']",['Takashi Miike']
91926,14555,"['Crime', 'Thriller']",/3RkOPJUkQdfgBVgLLw4v4fNirxZ.jpg,"A seedy bar owner hires a mysterious Croatian to commit murder, but a planned double-crossing backfires when a young waitress is taken hostage. A suspenseful, yet darkly humorous chain of events builds to a bloodcurdling climax.",/7EyQm5sMqHfJQCJFSkqaK41IJHX.jpg,2011-10-15,80,Crawl,5,https://www.youtube.com/watch?v=C60VQ1vDDkU,"['Lauren Dillon', 'George Shevtsov', 'Paul Holmes', 'Georgina Haig', 'Bob Newman', 'Paul Bryant', 'John Rees-Osborne', 'Penny Anne Hoffmann']",['Paul China']
108235,14910,"['Drama', 'Family', 'TV Movie']",/wXQS88ZUpB7lLc1ctxrPXKegLHA.jpg,"Bright Alex grows up in Michigan proud of his mother, Romanian immigrant Ileana, who became a professor, vowing to make her dream come true by graduating from Harvard. But when mother becomes manic-depressive and repeatedly dumps her medication, Alex each time lands in foster care. At age 16, he gets legal emancipation and vows to take charge of their lives himself",/cLLaCqbTqRBdVkTweMzffzxYHvC.jpg,2011-10-15,88,Finding a Family,6,https://www.youtube.com/watch?v=pNgdxkg5PgQ,"['Kim Delaney', 'Sarah-Jane Redmond', 'Paul McGillion', 'Jared Abrahamson', 'MacKenzie Porter', 'Genevieve Buechner', 'Dee Jay Jackson', 'Collin MacKechnie', 'Raf Rogers', 'Miles Chalmers']",['Mark Jean']
86759,14311,"['Horror', 'Thriller']",/rjHCwgSKOcmqk8EJeEOc7e44dPt.jpg,"Radio talk show therapist Sonny Blake moves back to her childhood home on seemingly idyllic Rosewood Lane after her alcoholic father dies. But upon arrival in the old neighborhood, Sonny discovers her neighbors are terrified of the local paperboy. She thinks this is ridiculous, until she encounters the boy himself. It turns out that he is a cunning and dangerous sociopath, one who may have gruesomely killed her father - and others.",/7iv2Akvi4kO0taSUL0ujewgLJ0l.jpg,2011-10-15,97,Rosewood Lane,5,https://www.youtube.com/watch?v=JjLrWn2VZqc,"['Rose McGowan', 'Lauren Vélez', 'Ray Wise', 'Lin Shaye', 'Bill Fagerbakke', 'Lesley-Anne Down', 'Rance Howard', 'Ashton Moio', 'Daniel Ross Owens', 'Sonny Marinelli']",['Victor Salva']
85656,14195,"['Action', 'Science Fiction']",/eM86McWiXdaDiu7w1FxdegFB8Y7.jpg,An evil criminal organisation called Sigma kidnap prominment business leaders to harvest their DNA and only Karate-Robo Zaborgar can save them.,/wvfbdU4jm09D5miXyOpyiTMOCKN.jpg,2011-10-15,114,Karate-Robo Zaborgar,5,https://www.youtube.com/watch?v=kRFMBd1ENs8,"['Yasuhisa Furuhara', 'Itsuji Itao', 'Naoto Takenaka', 'Mami Yamasaki', 'Hiroyuki Watanabe', 'Akira Emoto', 'Asami', 'Yûya Ishikawa', 'Cay Izumi', 'Yuya Miyashita']",['Noboru Iguchi']
72477,12134,"['Drama', 'Thriller', 'Crime', 'Mystery']",/wOodHfAuJZNHmgYCal0PicNtCWO.jpg,"In the Texas bayous, a local homicide detective teams up with a cop from New York City to investigate a series of unsolved murders.",/oWGCz9txia8hJsQDNe6Lj91qr7K.jpg,2011-10-14,105,Texas Killing Fields,5,https://www.youtube.com/watch?v=7woppidfvtc,"['Sam Worthington', 'Jeffrey Dean Morgan', 'Jessica Chastain', 'Chloë Grace Moretz', 'Jason Clarke', 'Annabeth Gish', 'Sheryl Lee', 'Stephen Graham', 'Corie Berkemeyer', 'Trenton Perez']",['Ami Canaan Mann']
77495,12926,"['Thriller', 'Horror']",/cxQTgaH5p5hcYwQM1Bd0zyQjVxZ.jpg,"César, an unhappy concierge, maintains a peculiar relationship with the very diverse inhabitants of the upper-class apartment building where he works in Barcelona.",/i44Mr6t3reXt7z28OMCPZTllRfr.jpg,2011-10-14,97,Sleep Tight,7,https://www.youtube.com/watch?v=1sMBbvc2o_M,"['Luis Tosar', 'Marta Etura', 'Alberto San Juan', 'Petra Martínez', 'Iris Almeida', 'Carlos Lasarte', 'Amparo Fernández', 'Roger Morilla', 'Pep Tosar', 'Margarita Roset']",['Jaume Balagueró']
88546,14419,"['Family', 'Adventure']",/tvmCpKk5mzSb9xd5jBTpYrQ18mG.jpg,"Santiago and Mariana, two twelve year-old friends, one day, while pretending to be detectives, accidentally catch a gang of animal traffickers on video and the game comes true.",/rrfixep10hrdYHLbHFSV0jgMYab.jpg,2011-10-14,96,Bacalar,6,https://www.youtube.com/watch?v=e-zR6nYjzjs,"['Michael Ronda', 'Dianella', 'Marisol Centeno', 'Ari Brickman', 'Carmen Beato', 'Luis Gerardo Méndez', 'Sofía Sisniega']",['Patricia Arriaga-Jordán']
85818,14215,"['Comedy', 'Drama']",/nHPOcUrOUJK1hZh1wzTU4R4fojh.jpg,PJ (Nani) is the grandson of a wealthy zamindar. PJ is an irresponsible youngster who is spoilt by the pampering and excessive money. His grandfather writes a will with several conditions before he dies. He writes the will that PJ will inherit his entire wealth only if he completes his graduation as a common man without any luxeries. The rest of the story is all about how PJ learns about values and life as he achieves his goal.,/2M9TBSdDjMzf7MOLCN2FfFyq3Dz.jpg,2011-10-14,140,Pilla Zamindar,7,https://www.youtube.com/watch?v=-2QH70a-2nc,"['Nani', 'Hariprriya', 'Rao Ramesh', 'Srinivas Avasarala', 'Nagineedu Vellanki', 'Thagubothu Ramesh', 'Satya', 'Dhanraj', 'M. S. Narayana', 'Vennela Kishore']",['Ashok G.']
72842,12184,['Drama'],/atPa3FCFIyJtJNeQUU12xGyP9Sz.jpg,"Beth, a bookish teenager, befriends Emilia, an aspiring novelist who has just arrived in town. Emilia soon begins an affair with Beth's father that threatens to have devastating consequences.",/ocB3vHqqJwLVQg0jaWLgLlEeSr7.jpg,2011-10-14,90,Albatross,6,https://www.youtube.com/watch?v=Eaq03LQ-KMw,"['Jessica Brown Findlay', 'Harry Treadaway', 'Josef Altin', 'Felicity Jones', 'Julia Ormond', 'Justin Edwards', 'Sebastian Koch', 'Peter Vaughan', 'Hazel Douglas', 'Thomas Brodie-Sangster']",['Niall MacCormick']
85435,14149,['Comedy'],/udq3vR6jqIT8U6lw4zmEMnfFSyK.jpg,A comedy about a groom and his three best men who travel to the Australian outback for a wedding.,/4GUeDoAykxWNOLe5yah7AQQa6c9.jpg,2011-10-14,97,A Few Best Men,5,https://www.youtube.com/watch?v=xSzCVYD7C4w,"['Rebel Wilson', 'Xavier Samuel', 'Olivia Newton-John', 'Kris Marshall', 'Kevin Bishop', 'Laura Brent', 'Tim Draxl', 'Solveig Walking', 'Elizabeth Debicki', 'Jonathan Biggins']",['Stephan Elliott']
92108,14562,"['Comedy', 'Drama']",/qovAAvPpKJybuL95hjw1vCvx9gp.jpg,Two middle-aged male friends are travelling together by car and expressing their thoughts and emotions connected with women.,/qoTNksNuj245qVoJaZYpk69FpPZ.jpg,2011-10-14,90,Baby sa jakies inne,5,https://www.youtube.com/watch?v=IlVz2kVqGRo,"['Adam Woronowicz', 'Robert Więckiewicz', 'Małgorzata Bogdańska', 'Patrycja Marciniak', 'Maciej Musiał', 'Winicjusz Rzymyszkiewicz', 'Joanna Aleksandrowicz', 'Michał Koterski']",['Marek Koterski']
74726,12510,"['Horror', 'Comedy']",/voMBKDM9JPSj7F6buSZd6p1gk1n.jpg,"While Havana is full of zombies hungry for human flesh, official media reported that the disturbances are caused by dissidents paid by the United States. Panic seizes all until Juan comes to the rescue: he discovers he can kill the undead destroying his brain, and decides to start a small business under the slogan ""We kill your loved ones.""",/lMolQ6guFafmJ77EgSweVPDvGhj.jpg,2011-10-14,92,Juan of the Dead,6,https://www.youtube.com/watch?v=dOquktXvkT4,"['Alexis Díaz de Villegas', 'Jorge Molina', 'Andros Perugorría', 'Andrea Duro', 'Jazz Vilá', 'Eliecer Ramírez', 'Blanca Rosa Blanco', 'Susana Pous', 'Antonio Dechent', 'Eslinda Núñez']",['Alejandro Brugués']
106631,14874,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",/6UwmkaB1mRZ0fo5A79m5XpVA5RK.jpg,An over confident teen with a magical weapon and a handful of imperfect gods join forces against an evil queen and her army of giants,/6gs0642LLTa5Nl6vUR06ZQ3stTu.jpg,2011-10-14,80,Legends of Valhalla: Thor,5,https://www.youtube.com/watch?v=mqkqao2m6xo,"['Justin Gregg', 'Paul Tylak', 'Nicola Coughlan', 'Liz Lloyd', 'Alan Stanford', 'Emmett Scanlan', 'J. Drew Lucas', 'Mary Murray', 'Lesa Thurman', 'Gary Hetzler']","['Toby Genkel', 'Óskar Jónasson', 'Gunnar Karlsson']"
73936,12398,"['Horror', 'Drama', 'Thriller']",/e2lvtGkiLHR92pM4ZFMSHlLvWki.jpg,"Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a man is washed ashore, with news of airborne killer disease that is sweeping through Europe.",/ttQYNoyqsntARma6EdIDWMSTBGR.jpg,2011-10-14,89,Retreat,5,https://www.youtube.com/watch?v=E7zNPE57IHw,"['Cillian Murphy', 'Jamie Bell', 'Thandiwe Newton', 'Jimmy Yuill', 'Marilyn Mantle']",['Carl Tibbetts']
77635,12956,"['Drama', 'Action']",/yXrrpKFnKMfoEGWGE4QDqc4JxsE.jpg,The story of a young woman clinging on to her dream to become a beauty contest queen in a Mexico dominated by organized crime.,/3YLdzzLfa95P1Rf7JkEZp9r1t8y.jpg,2011-10-14,113,Miss Bala,6,https://www.youtube.com/watch?v=ifgdRVfoYeM,"['Stephanie Sigman', 'Noé Hernández', 'Irene Azuela', 'Jose Yenque', 'James Russo', 'Miguel Couturier', 'Juan Carlos Galván', 'Javier Zaragoza', 'Lakshmi Picazo', 'Leonor Victorica']",['Gerardo Naranjo']
118248,15260,"['Animation', 'Comedy']",/uUIvYICjzZEwlr2CCPIZU4FRLQ3.jpg,"After a mutant peculiar pumpkin blows up on the Murphy’s carrot lawn, zombie green beans begin fighting the immediate place, and it’s up to the Creatures to preserve the evening again.",/xncFlpkcWyK5aKmPrvmoJJ7YrTw.jpg,2011-10-13,13,Night of the Living Carrots,5,https://www.youtube.com/watch?v=cM31dTACSpw,"['Seth Rogen', 'Kiefer Sutherland', 'David Kaye', 'Julie White', 'Jeffrey Tambor', 'James Horan']",['Robert Porter']
84093,13921,"['Drama', 'History', 'Thriller']",/anUSNZYGfZinvk0otdvnXlC5wAy.jpg,"Budapest, Hungary, Christmas 1957. The state, insecure after the defeated revolution of 1956 and increasingly put under the influence of a renewed Stalinist atmosphere, has decreed that all security officials must pass an exam to verify their loyalty. But to be actually effective in a shadowy world where suspicion and secrets reign, the subjects must be unaware that they are being tested.",/lpIZG1O56uj7tdOmox9t0tis1Hc.jpg,2011-10-13,89,The Exam,7,https://www.youtube.com/watch?v=eQXXuC9eaYQ,"['János Kulka', 'Zsolt Nagy', 'Péter Scherer', 'Gabriella Hámori', 'Péter Haumann', 'Elek Ferenc', 'András Balogh', 'László Széles', 'Áron Dimény', 'Lehel Kovács']",['Péter Bergendy']
23514,5749,"['Comedy', 'Drama']",/uZMJG495e8s3yhp6egn4LfGxlKd.jpg,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancée, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",/h0q4RUuc1CbKWwEtH3nt7KPcPWL.jpg,2011-10-13,120,The Rum Diary,5,https://www.youtube.com/watch?v=-m0yqS3jodU,"['Johnny Depp', 'Amber Heard', 'Aaron Eckhart', 'Michael Rispoli', 'Giovanni Ribisi', 'Richard Jenkins', 'Amaury Nolasco', 'Marshall Bell', 'Bill Smitrovich', 'Julian Holloway']",['Bruce Robinson']
125040,15501,"['Horror', 'Thriller', 'Mystery']",/lL2uTEBLjYGnbWMRib7Mub3W0KT.jpg,"On the night before Halloween, four friends decided to go on a self made tour of famous Hollywood murders and celebrity haunted houses. The tour led them to a house known as 1666. They have been missing ever since.",/wCf29gX4hL4pG1oZ4L7NzfEmhi4.jpg,2011-10-13,83,Knock Knock 2,3,https://www.youtube.com/watch?v=GwMFblsEDiE,"['Jordan Elizabeth', 'Gina Sorell', 'Aiden Cardei']",['Chris Sheng']
73937,12400,['Comedy'],/sBOTeV38Xf3xyvzEq8tpHor6pCJ.jpg,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition.",/q6Pr8fWKh664seri2MaQeIJ6eSI.jpg,2011-10-13,100,The Big Year,5,https://www.youtube.com/watch?v=JCBAP2wId5M,"['Jack Black', 'Steve Martin', 'Owen Wilson', 'John Cleese', 'Rosamund Pike', 'Kevin Pollak', 'Joel McHale', 'Zahf Paroo', 'Stacey Scowley', 'Michael Karl Richards']",['David Frankel']
87763,14380,"['Romance', 'Comedy']",/p7geRMDisXYseQt4Fh9wHY2PndK.jpg,"Ing is dumped by her long-time boyfriend when she's at the ripe old age of 32. A fortune teller tells Ing that if she doesn’t find a man soon, then she'll have to wait 20 years before another one comes into her life.",/iJUw8XWnlfDaHDQJaGwzHJ6RxbM.jpg,2011-10-13,111,30+ Single On Sale,6,https://www.youtube.com/watch?v=haFkME9czAg,"['Chermarn Boonyasak', 'Arak Amornsupasiri', 'Pijittra Siriwetchapan', 'Sudarat Butrprom', 'Dempan Yuwittaya']",['Puttipong Pormsaka Na-Sakonnakorn']
70578,11836,['Thriller'],/yFoSPpJBN0IKZNeEBMmReO8AVMM.jpg,"Kyle and Sarah Miller have it all: a huge gated house on the water, fancy cars, and the potential for romance in their relationship. He's just back from a business trip and their teen daughter Avery is sneaking out to a party, when four thugs in security uniforms and ski masks stage a home invasion. They want what's in the safe: cash and diamonds. As Kyle stalls them, trying to negotiate for Sarah's freedom, the fault lines in Kyle and Sarah's marriage and the pasts of the four robbers come into play. Is there room here for heroism?",/yP60huMcPTWOJfplRLi4FQAEQxX.jpg,2011-10-13,91,Trespass,5,https://www.youtube.com/watch?v=1rolBdc_mjs,"['Nicolas Cage', 'Nicole Kidman', 'Ben Mendelsohn', 'Liana Liberato', 'Cam Gigandet', 'Jordana Spiro', 'Dash Mihok', 'Emily Meade', 'Nico Tortorella', 'Brandon Belknap']",['Joel Schumacher']
77459,12916,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",/gPFJzzZPxFhDoYGJJj36OgHA7i8.jpg,"Paris, 1910. Emile, a shy movie projectionist, and Raoul, a colourful inventor, find themselves embarked on the hunt for a monster terrorizing citizens. They join forces with Lucille, the big-hearted star of the Bird of Paradise cabaret, an eccentric scientist and his irascible monkey to save the monster, who turns out to be an oversized but harmless flea, from the city's ruthlessly ambitious police chief.",/jerM6xBeRfIr2rLg2pICmduzoyf.jpg,2011-10-12,90,A Monster in Paris,6,https://www.youtube.com/watch?v=4PqBTnqIHu4,"['Vanessa Paradis', 'Matthieu Chedid', 'Gad Elmaleh', 'François Cluzet', 'Ludivine Sagnier', 'Julie Ferrier', 'Bruno Salomone', 'Sébastien Desjours', 'Philippe Peythieu', 'Mirabelle Kirkland']",['Bibo Bergeron']
74643,12500,"['Drama', 'Comedy', 'Romance']",/bYimqNnizPUCnL5HOdoCW02IGmH.jpg,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",/khtVL4abxYczXAWbo1wAz13CLx3.jpg,2011-10-12,100,The Artist,7,https://www.youtube.com/watch?v=qjCQmpNkBI4,"['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell', 'Penelope Ann Miller', 'Missi Pyle', 'Beth Grant', 'Ed Lauter', 'Joel Murray', 'Elizabeth Tulloch']",['Michel Hazanavicius']
70005,11760,['Drama'],/sLkc0zd6xJndbs2gfsfUJIft9c5.jpg,"When tragedy strikes the community surrounding a cafe in West Philadelphia, the cafe's regulars come to realize how intertwined their lives truly are.",/6Zxh823kX6sv3lGZEqWFlrxE1oS.jpg,2011-10-11,95,Cafe,5,https://www.youtube.com/watch?v=d0t1VQ3PAOM,"['Jennifer Love Hewitt', 'Jamie Kennedy', 'Madeline Carroll', 'Alexa PenaVega', 'Katie Lowes', 'Maria Armesto', 'Khan Baykal', 'Gavin Bellour', 'Brandon Milan Beston', 'Cecelia Ann Birt']",['Marc Erlbaum']
79987,13312,"['Drama', 'Family', 'TV Movie']",/kmrSap1ZOLF6XOVShmqNbVCSJdf.jpg,"Mary Tobin has wonderful memories of family gatherings at the Christmas Lodge. When she arrives for a weekend vacation, she quickly realizes that the lodge that she loves has fallen into serious disrepair. With a lack of funds and a looming deadline, she not only restores the Christmas lodge's charm but finds love along the way.",/l9PrMkxBwyEpXdkRGmoi7SGhQfJ.jpg,2011-10-11,86,Christmas Lodge,5,https://www.youtube.com/watch?v=LmDUOfPLWtA,"['Erin Karpluk', 'Michael Shanks', 'Rukiya Bernard', 'Rebecca Toolan', 'John Innes', 'Michael Kopsa']",['Terry Ingram']
71254,11954,"['Action', 'Thriller', 'Science Fiction']",/u5cKeARSFgRGwVz51icHvTEx28v.jpg,"David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.",/68vyY0UlUtz88kd39EtyQSOCNDV.jpg,2011-10-11,94,Arena,5,https://www.youtube.com/watch?v=3rOBJZn4JFo,"['Kellan Lutz', 'Katia Winter', 'Johnny Messner', 'Samuel L. Jackson', 'James Remar', 'Daniel Dae Kim', 'Nina Dobrev', 'Marcelle Baer', 'Amy Le', 'Lauren Shiohama']",['Jonah Loop']
76354,12758,['Drama'],/pkZgJyvOltVrals2UGK0RetCUF6.jpg,Lorie Walker is a small town girl whose big dreams of becoming a dancer come true when she becomes a star in the Hip-Hop video world. But she soon learns the hard way that life in front of the camera is not as glamorous as it seems.,/6SlAi1Lm0Zfe8bc4ll0wmHZ2Mez.jpg,2011-10-11,95,Video Girl,7,https://www.youtube.com/watch?v=DHjUhi0E6Ak,"['Meagan Good', 'Adam Senn', 'Ruby Dee', 'Melyssa Ford', 'LisaRaye McCoy', 'Britt Robertson', 'Haylie Duff', 'Bun B', 'Melyssa Ford', 'LoLa Monroe']",['Ty Hodges']
